cantonese,english,greedy,beam
唔該你俾布朗先生個電話我吖。,Please give me the number for Mr Brown.,Please give me Mr. Brown's phone.,Please give me Mr. Brown's phone.
葡萄酒嘅味道好受天氣影響。,The taste of wine is largely dependent upon the weather.,The taste of wine is influenced by the weather.,The taste of wine is influenced by the weather.
我係鍾意食提子，不過咁多就真係食唔落。,"I like grapes, but I can't eat so many.","I like to eat potatoes, but I can't eat them too much.","I like to eat potatoes, but I don't really eat that much."
佢喺個泳池游水嗰陣整唔見咗儲物櫃條鎖匙。,"While swimming in the pool, she lost her locker key.",He lost his storage lock while swimming in the pool.,He was swimming in the pool and lost the key to the storage compartment.
個樽入面已經冇晒水喇。,There is no water left in the bottle.,The bottle is running out of water.,The bottle is running out of water.
個樽入面仲有少少牛奶淨。,There is a little milk left in the bottle.,There's a little more milk in the bottle.,There's still a little milk in the bottle.
如果我唔喺度嗰陣有人嚟搵我，唔該你話佢知我好快返嚟。,"Should anyone call on me in my absence, tell him that I will be back soon.","If I'm not here, someone will come to me, and please tell them I will be back soon.","If someone comes to see me when I'm not here, please tell them that I will be back soon."
我想同一個鍾意打機嘅女仔結婚。,I'd like to marry a girl who likes to play video games.,I want to marry a girl who loves to gamble.,I want to marry a girl who loves to gamble.
老師話畀我知希特勒自殺咗喇。,The teacher told me that Hitler killed himself.,The teacher told me that Hitler had committed suicide.,The teacher told me that Hitler had committed suicide.
可唔可以俾多支啤酒我呀？,"Could I get one more beer, please?",Can I have some more beer?,Can I have some more beer?
我想要啲嘢嚟送酒。,I would like to have something to munch on with my beer.,I want something to deliver wine.,I want something to deliver wine.
可唔可以唱首披頭四嘅歌俾我聽呀？,Will you sing me a Beatles' song?,Can you sing me a song for the Beatles?,Can you sing me a song for the Beatles?
我應唔應該搵阿 Peter 幫手呢？,Shall I ask Peter for help?,Should I ask Peter for help?,Should I ask Peter for help?
麵包係用麵粉同水做嘅，有時仲會加埋發酵粉。,"Bread is made from flour, water, and often yeast.","Bread is made with flour and water, sometimes with fermentation.","Bread is made with flour and water, sometimes with fermentation."
兩個漢堡包同埋一罐可樂吖唔該。,"Can I have two hamburgers and a coke, please?","Two burgers and a coke, please.","Two hamburgers and a coke, please."
淨係得中國先有大熊貓。,Giant pandas live only in China.,It's only in China that big cats exist.,There's only one big panda in China.
我打排球嗰陣篤咗魚蛋。,I sprained my finger while playing volleyball.,I got a fish egg when I played volleyball.,I got fish eggs when I played volleyball.
我真係好想去巴黎睇吓。,I'm dying to see Paris.,I really wanted to go to Paris and see it.,I really wanted to go to Paris and see it.
我記得喺巴黎見過佢。,I remember meeting him in Paris.,I remember seeing him in Paris.,I remember seeing him in Paris.
我唔肯定。,I don't know for certain.,I'm not sure.,I'm not sure.
巴士站喺邊呀？,Where's the bus stop?,Where is the bus stop?,Where is the bus stop?
佢一落車，就聽到有人叫佢個名。,"While getting off the bus, she heard her name called.",He got out of the car and heard someone call his name.,"When he got out of the car, he heard someone calling his name."
架巴士仲未嚟。,The bus hasn't come yet.,The bus has not arrived yet.,The bus has not yet arrived.
巴士司機有責任保護乘客嘅安全。,A bus driver is responsible for the safety of the passengers.,Bus drivers are responsible for protecting the safety of passengers.,Bus drivers are responsible for protecting the safety of passengers.
啲巴士司機今日罷工。,The bus drivers are on strike today.,Bus drivers are on strike today.,The bus drivers went on strike today.
我可能漏咗把遮喺巴士度。,I may have left my umbrella in the bus.,I may have missed the cover on the bus.,I may have missed the cover on the bus.
你搭巴士去嘅話，可以慳返三分二時間。,"If you go by bus, you can get there in about one-third of the time.",You can go back by bus in three to two hours.,"If you take a bus, it takes you two-thirds of an hour."
我哋個沖涼房淨係得一條浴巾。,There's only one bath towel in our bathroom.,Our bathroom only had one towel.,We only had one towel in our bathroom.
佢一開始嗰陣都唔知自己贏咗場演講比賽。,At first he did not realize that he had won the speech contest.,He didn't know he had won a TED talk contest at first.,He didn't know he had won a talk show at first.
我一開頭唔係好鍾意佢。,"At first, I didn't like him.",I didn't like it at first.,I didn't like it at first.
過馬路之前一定要睇清楚有冇車先。,Never go across the street without looking for cars first.,You have to check if there's a car before you go.,You have to make sure there's a car before you go.
個桶底穿咗個窿。,There's a hole in the bottom of the bucket.,The bottom of the barrel is covered with a hole.,The bottom of the barrel is covered with a bucket.
拉緊小提琴嗰個人係邊個嚟㗎？,Who is the man playing the violin?,Who is this guy with the violin?,Who's this guy with the violin?
嗱，鎖匙。,Here are your keys.,"Oh, the key.","Oh, the key."
開 party 啲嘢就全部等你嚟搞喇。,I will leave everything about the party up to you.,"The party is over, and you're all waiting for it.","It's a party, and everything is waiting for you to do it."
唔該喺個生日蛋糕上面插幾支蠟燭吖。,Please put some candles on the birthday cake.,Please put some stems on the birthday cake.,Please put a couple of stitches on the birthday cake.
因為我好頸渴，所以我飲咗啲水。,"Since I was thirsty, I drank water.",I drank some water because I was very thirsty.,I drank some water because I was very thirsty.
我個喉嚨好似比火燒噉。,My throat burns.,My throat is like a fire.,My throat is burning.
我口渴到死。,I'm dying of thirst.,I was thirsty to death.,I was thirsty to death.
個花樽喺張枱度留低咗啲水跡。,The wet vase left a mark on the table.,The flower bottle left some water traces on the can.,The flower bottle left traces of water on the tray.
失驚無神落大雨，搞到我全身濕晒。,I was utterly soaked by the downpour.,I was terrified that there would be no god and that it would rain and it was all over me.,"I was terrified that there would be no god, and it rained down on me."
點解佢哋淨係話我？佢哋搵我嚟祭旗咋嘛。,Why am I the only one they complain of? They're just making an example out of me and using me as a scapegoat.,Why did they just tell me? They came to me to salute the flag.,Why did they just tell me? They came to me to salute the flag.
隻雀仔好靚喎！,What a beautiful bird it is!,The bird is beautiful!,The bird is beautiful!
你想同我傾啲咩呀？,What do you want to talk to me about?,What do you want to talk to me about?,What do you want to talk to me about?
佢好醒目，但係就唔係好幫到手。,"He may be clever, but he is not very helpful.","It's smart, but it'll be no help.","It's brilliant, but not very helpful."
做咩事都要做到最好。,"In doing anything, you must do your best.",You have to do what you can.,You have to do what you do best.
我仲係單身。,I'm still single.,I am still single.,I'm still single.
佢尋日做咩唔嚟嘅？,What prevented her from coming yesterday?,What did he do yesterday?,What did he do yesterday?
佢做咩好似好唔開心咁嘅？,Why is it that she looks so sad?,What did he do that seemed so unhappy?,What did he seem so unhappy about?
你做咩唔同佢跳舞嘅？,Why didn't you dance with him?,What do you do differently than she does?,What do you do differently than she dances?
你做咩好似好唔開心噉嘅？,Why are you looking so sad?,What are you doing that seems so unhappy?,What are you doing that seems so unhappy?
你做咩喊呀？,Why are you crying?,What are you crying about?,What are you crying about?
你做咩粒聲唔出嘅？,How come you didn't say anything?,What is your noise?,What's the noise you're making?
你做咩搵隻手嚟搣塊布，唔用較剪剪呀？,Why did you tear the cloth instead of cutting it with scissors?,What do you do to get your hand to slice a piece of cloth without cutting it?,What do you do to get your hand to slice a piece of cloth without cutting it?
點解？,Why?,Why?,Why?
你點解咁講嘅？,Why do you say that?,Why do you say that?,Why do you say that?
你點解唔信我呀？,Why didn't you believe me?,Why don't you believe me?,Why don't you believe me?
你今朝做咩遲到嘅？,Why were you late this morning?,What are you doing late this morning?,What are you doing late this morning?
唔該你借把刀俾我吖。,Please lend me your knife.,Please lend me the knife.,Please lend me the knife.
你用咩方法都好，結果都係一樣。,"However you do it, the result will be the same.","Whatever you do, the results are the same.","No matter what you do, the results are the same."
係人都做到啦。,Anyone can do that.,And everybody does that.,Everybody does that.
咁簡單嘅嘢三歲細路都識啦。,The smallest child knows such a simple thing.,Three-year-olds know that simple thing.,Three-year-olds know that simple thing.
今年興啲咩款嘅外套呀？,What sort of coats are in fashion this year?,What coat will you wear this year?,What coat will you wear this year?
無論個結果會係點，我都唔會改變我個計劃㗎喇。,"Whatever results may follow, I will carry out my plan.","I will not change my plan, no matter what the outcome.","Whatever the outcome, I will not change my plan."
你跑得幾快都追唔上佢㗎喇。,"No matter how fast you run, you won't catch up with him.",You can't run fast enough to catch up with him.,You can't run fast enough to catch up with him.
佢出盡晒力都開唔到嗰道門。,"No matter how he tried, he could not open the door.",He couldn't open the door.,He couldn't open the door as hard as he could.
發生咩事都好，我點都唔會出賣我班朋友。,I will never sell my friend down the river for anything in the world.,"I'm not going to sell my classmates, no matter what.","No matter what happens, I'm not going to sell my classmates."
唔該可唔可以幫我喺多倫多國際機場附近book間房呀？,Would you please reserve a room near the Toronto international Airport?,Could you please book me a room near Toronto International Airport?,Could you please book me a room near Toronto International Airport?
隨便攞件蛋糕啦。,Take whatever cake you want.,I'll get the cake anytime I want.,Pick up the cake whenever you want.
阿Tom好後悔自己虛度咗咁多光陰。,Tom regretted having wasted a great deal of his life.,Tom regretted that he had so many shadows in his own self.,Tom regretted being so shadowy.
阿Tom跑得好快。,Tom can run fast.,Tom ran very fast.,Tom ran very fast.
阿Tom打爛咗個窗。,Tom broke the window.,Tom broke the window.,Tom broke the window.
阿Tom打爛咗個窗。,Tom broke the window pane.,Tom broke the window.,Tom broke the window.
阿Tom本來諗住朝頭早早啲出發，點知瞓過咗龍。,"Tom expected to leave early in the morning, but he overslept.","Tom thought he'd leave early in the morning, and the dragon had fallen asleep.",Tom was thinking of leaving early in the morning to find out how the dragon had fallen asleep.
阿Tom好似舊石頭咁，一啲都唔識游水。,Tom can swim no more than a stone can.,"Tom is like an old rock, he can't swim.","Tom is like an old rock, he can't swim at all."
阿Tom以前從來都唔食煙㗎，不過而家開始食咯。,"Tom never used to smoke, but he does now.","Tom never smoked before, but now he's started eating potatoes.","Tom had never smoked before, but now he's eating potatoes."
阿Tom係個學生。,Tom is a student.,Tom is a student.,Tom is a student.
阿Tom人好老實，我鍾意佢。,"As Tom is honest, I like him.","Tom is honest, and I like him.","Tom is honest, and I like him."
Tom仔好老實，唔識講大話。,Tom is too honest a boy to tell a lie.,Tom is honest and can't lie.,Tom is honest and can't lie.
阿Tom游水好勁。,Tom is able to swim well.,Tom is a great swimmer.,Tom is a great swimmer.
阿Tom好鍾意整蠱我。,Tom enjoys playing tricks on me.,Tom likes to make me.,Tom likes to fix me.
阿 Tom 返咗鄉下。,Tom went back to his hometown.,Tom went back to his village.,Tom went back to his village.
湯姆係呢隊棒球隊嘅隊長。,Tom is the captain of this baseball team.,Tom is the captain of the baseball team.,Tom is the captain of the baseball team.
阿Tom同佢老豆一樣咁高。,Tom is as tall as his father.,Tom is as tall as his father.,Tom is as tall as his father.
阿 Tom 一開電視就跳咗 fuse。,No sooner had Tom turned on the TV than the fuse blew.,Tom jumped the fuse when he turned on the TV.,Tom jumped the fuse when he turned on the TV.
愛迪生發明咗電燈膽。,Thomas Edison invented the light bulb.,Edison invented the light bulb.,Edison invented the light bulb.
個個男仔都有架單車。,Each boy has a bike.,Each boy had a bike.,Every boy has a bicycle.
你以前住邊間屋㗎？,Which house did you live in?,Where did you live before?,Where did you live before?
有啲咩病徵㗎？,What are the symptoms?,What are the symptoms?,What are the symptoms?
Tony幾多歲呀？,How old is Tony?,How old is Tony?,How old is Tony?
阿 Tony 打網球真係好勁呀！,What a good tennis player Tony is!,"Tony, tennis is great!",Tony is a great tennis player.
我攰到行唔郁喇。,I'm so tired that I can't walk any longer.,I was so tired of walking.,I couldn't move.
我攰到行唔郁喇。,I'm too tired to walk any longer.,I was so tired of walking.,I couldn't move.
雖然天氣好凍，但係個細路都無著到外套。,The child had no overcoat on although it was very cold.,"It was cold, but the kid wasn't wearing a coat.","It was cold, but the kid wasn't wearing a coat."
你好似好開心咁喎。,You look very delighted.,You seem so happy.,You seem so happy.
你心情好似好靚咁喎。,You look very delighted.,You look beautiful.,You seem to be in a beautiful mood.
個天突然間開始變黑。,The sky suddenly began to darken.,Suddenly the day started to get dark.,"Suddenly, the day began to get dark."
邊本書係你㗎？,Which book is yours?,Which book are you?,Which book are you?
任你揀。,You may choose whichever you like.,You choose.,It's up to you.
我應該由邊個開始咧？,Which shall I begin with?,Who should I start with?,Who should I start with?
話時話，你今晚得唔得閒呀？,"By the way, are you free tonight?",You're not going to be mad tonight?,"I said, ""Couldn't you be mad tonight?"""
係啦，你住喺邊度呀？,"By the way, where do you live?","Yeah, where do you live?","Yeah, where do you live?"
吖，係啦，可唔可以俾你個地址我呀？,"By the way, what is your address?","Oh, yeah, can I give you my address?","Oh, yeah, can I give you my address?"
係喇，我有啲嘢要話你知。,"By the way, I have something to tell you.","Yes, I have something to tell you.","Yes, I have something to tell you."
話時話，我有啲嘢要同你講。,"By the way, I have something to tell you.",I have something to tell you.,I have something to tell you.
我去到邊都帶住部相機。,I take my camera wherever I go.,I take my camera with me everywhere I go.,I take my camera with me wherever I go.
無論喺咩地方，過馬路之前都應該望清楚左右先。,It's a good rule to look both ways before you cross the street anywhere.,"Wherever you go, you should look straight ahead.","Wherever you go, you should look straight ahead."
你可唔可以話我知我錯喺邊呀？,Will you tell me where I am wrong?,Can you tell me where I'm wrong?,Can you tell me where I'm wrong?
我好似喺邊到見過你。,I remember meeting you somewhere.,I seem to have seen you around.,It's like I've seen you before.
有咩唔同呀？,What's the difference?,What's different?,What's different?
我驚聽日會落雨。,I'm afraid it will rain tomorrow.,I was afraid it was going to rain tomorrow.,I was afraid it was going to rain tomorrow.
我好似發燒呀。,I seem to have a fever.,I feel like I'm having a fever.,I feel like I have a fever.
可唔可以舉幾個例子呀？,Please give us some examples.,Can I give you a few examples?,Can I give you a few examples?
小心揸車呀。,Please drive carefully.,Be careful driving.,Be careful driving.
隨便食吖。,Please help yourself.,Eat chicken at any time.,Eat chicken whenever you want.
隨便坐啦，當自己屋企得喇。,Please make yourself comfortable.,"Sit down, and be at home.",Sit down and be at home.
你點識佢㗎？,How did you get to know him?,How do you know her?,How do you know her?
佢做咩無嚟到嘅？,What prevented him from coming?,What did he do?,What didn't he do?
佢做咩失驚無神問埋啲咁認真嘅問題嘅？,Why all of a sudden did he ask me such a serious question?,What was he afraid of asking such serious questions?,What did he do that didn't frighten him to ask such serious questions?
你做咩唔出聲呀？,How come you say nothing?,What are you doing not making noise?,What are you doing out loud?
你點知㗎？,How did you come to know it?,How do you know?,How do you know that?
唔知點解我硬係無心機做嘢。,For some reason or other I cannot bring myself to work.,I don't know why I'm so uncomfortable with this.,I don't know why I'm working so hard.
食煙唔該去出面食吖。,"If you are going to smoke, please go outside.","If you smoke, please go out and eat your cake.","If you smoke, please go out for dinner."
你做咩油咗張長凳做紅色嘅？,Why did you paint the bench red?,What did you do to make the long skirt red?,What did you do to make your long skirt red?
你做咩咁夜先嚟探我哋呀？,How come you call on us so late at night?,What are you doing visiting us at night?,What are you doing visiting us at night?
唔該你打電話話個結果俾我聽吖。,Please let me know the result by telephone.,Please call me and tell me what happened.,Please call me and tell me the results.
可唔可以幫我攞張紙嚟呀？,"Bring me a sheet of paper, please.",Can you get me the paper?,Can you get me the paper?
請你寫低你嘅真實經驗。,Please write about your real experience.,Write down your real experiences.,Please write down your real experiences.
廁所喺邊呀？,Where is the toilet?,Where's the bathroom?,Where's the bathroom?
洗手間喺邊？,Where is the toilet?,Where's the bathroom?,Where's the bathroom?
廁所喺邊？,Where is the toilet?,Where's the bathroom?,Where's the bathroom?
廁所喺邊？,Where's the toilet?,Where's the bathroom?,Where's the bathroom?
冇晒廁紙喇。,There's no toilet paper.,We don't have toilet paper.,We don't have toilet paper.
我諗唔起「多謝」用德文點講。,"I can't remember how to say ""Thank you"" in German.","I can't remember saying ""thank you"" in German.","I can't remember saying ""thank you"" in German."
德國喺荷蘭隔籬。,Germany adjoins the Netherlands.,Germany is next to Holland.,Germany is next to Holland.
我俾咗張飛個看門員睇，跟住就走咗入間戲院度。,I showed my ticket to the doorman and went into the theatre.,I showed the doorman a plane and walked into the theater.,I showed the doorman the plane and walked into the theater.
我開門嗰陣將個門柄擰甩咗。,"I tried to open the door, and the doorknob came off.",I opened the door and the handle was off.,"When I opened the door, the handle was off."
求吓你開門俾我入嚟啦。,"Open the door and let me in, please.",Please open the door and let me in.,Please open the door and let me in.
唔該你打開道門吖。,Please open the door.,Please open the door.,Please open the door.
你可唔可以唔好開住道門呀？,Would you please not leave the door open?,Can you please not open the door?,Can you not open the door?
我唔見咗條門匙，所以我入唔到間屋。,"I lost the door key, so I can't enter the house.","I missed the key, so I couldn't get in the house.","I missed the key, so I couldn't get in the house."
我睇埋電視先去做功課。,I'll do my homework after I watch television.,I watched TV before I did my homework.,I watched TV before I did my homework.
可唔可以將部電視較細聲少少呀？,Could you please turn your television down?,Can you turn the TV down a little bit?,Can you turn the TV down a little bit?
而家啲細路唔鍾意睇書㗎喇，真係多得啲電視機唔少。,"Thanks to television, boys and girls are apt to neglect reading books.","Kids don't like to read books anymore, and there's a lot of TVs.","Kids don't like to read books anymore, so there's a lot of TVs."
你介唔介意我開電視呀？,Can I turn on the TV?,Would you mind if I turned on the TV?,Would you mind if I turned on the TV?
唔好意思，我要走喇。,I am afraid I must be going now.,"I'm sorry, I have to go.","I'm sorry, I have to go."
我鍾意打網球。,I like playing tennis.,I like to play tennis.,I like to play tennis.
我盡量留肚食甜品。,I'm trying to save room for dessert.,I keep the desserts as much as possible.,I kept the dessert as much as I could.
我有機會會盡快見佢。,I'll meet him at the earliest opportunity possible.,I'll see her soon enough.,I have a chance to see her as soon as possible.
我將啲空閒時間冚辦爛攞晒嚟睇書。,I spend what time I can spare reading.,I spend my free time reading books.,I spend my free time reading books.
張枱上面嗰部計數機係我嘅。,The calculator on the table is mine.,The meter on the counter is mine.,The meter on the counter is mine.
張枱上面有幾多本書呀？,How many books are there on the table?,How many books are on the shelf?,How many books are on the shelf?
我搵唔到阿Tim喎。,I can't find Tim.,I can't find Tim.,I can't find Tim.
佢哋一個又一個噉企咗起身，行咗出去。,One after another they stood up and went out.,"And they got up, and went out one by one.",One by one they got up and walked out.
阿 Paul 啱啱打咗電話比我。,Paul telephoned just now.,Paul just called me.,Paul just called me.
大就可能大咗小小，不過呢個信封冇問題㗎喇。大得濟好過細得濟吖嘛。,It might be a bit big but this envelope will do just fine. It's better to be too big than too small.,"It may be a little bit bigger, but this envelope is fine. Big money is better than small money.","It may have grown small, but this envelope is fine. Big money is better than small money."
俾我睇吓。,Let me see it.,Let me see.,Let me see.
俾我睇吓你部錄影機。,Let me have a look at your video camera.,Let me see your video.,Let me see your video.
唔該攞兩支粉筆畀我。,Please bring me two pieces of chalk.,"Can you give me two pens, please?","Give me two pens, please."
我就快走喇。,I'm about to leave.,I'm going to go.,I'm leaving soon.
你應該食啲嘢先走。,You should eat something before you go.,You should eat something first.,You should eat something first.
我冇飛。,I don't have a ticket.,I didn't fly.,I didn't fly.
啲飛一個禮拜都唔使就賣晒喇。,The tickets sold out within a week.,They don't have to sell for a week.,They don't have to be sold for a week.
售票處喺邊呀？,Where can I buy tickets?,Where is the ticket office?,Where is the ticket office?
邊度有得買飛呀？,Where can I buy tickets?,Where can I get tickets?,Where can I buy tickets?
呢排啲天氣愈嚟愈涼爽喇。,It is getting cooler and cooler.,The weather is getting cooler here.,It's getting cooler here.
同人哋握手嗰陣，一定要有眼神接觸。,"When you shake hands with somebody, you must look him in the eye.",You have to have eye contact when you hold hands.,"When you hold hands with people, you have to have eye contact."
有人喺呢本書到搣咗兩頁落嚟。,Someone has torn two pages out of this book.,Someone dropped two pages off the book.,Someone dropped two pages off the book.
兩公婆應該得閒去浸溫泉，過吓二人世界。,Sometimes it's good for a married couple to go to a hot spring together—just the two of them.,Two grandmothers should go swimming in a hot spring and go through the world together.,Two grandmothers should go swimming in hot springs and go through both worlds.
我開會嗰陣咁啱得咁橋坐正喺佢隔籬。,It happened that I sat next to her at a meeting.,I was sitting right next to her at the meeting.,I was sitting right next to her at the meeting.
你應該食少啲煙。,You should smoke less.,You should smoke less.,You should smoke less.
我食煙有時純粹係因為手痕。,Sometimes I smoke just to give my hands something to do.,I smoke sometimes because of the scar on my hands.,I smoke sometimes because of scar tissue.
佢去咗名古屋公幹。,He's gone to Nagoya on business.,He went to the top of the Nagoya.,He went to the tower of Nagoya.
隻紙鷂𠽤咗喺棵樹度。,The kite got caught in the tree.,The paper fell off the tree.,The paper fell off the tree.
我舉高咗隻手嚟截的士。,I held up my hand to stop a taxi.,I raised my hand to cut the cab.,I raised my hand to cut the tail.
如果你想俾啲貼士個的士司機，就俾多啲錢佢，跟住同佢講「唔使找」。,"If you want the taxi driver to have a tip, hand him too much money and say, ""Keep the change.""","If you want to give a taxi driver a sticker, give him more money and tell him, ""Don't look"".","If you want to give a taxi driver a sticker, give him more money and tell him, ""Don't look""."
因為我哋架的士喺途中死咗火，所以我哋要行路去個火車站度。,"As our taxi broke down on the way, we had to walk to the station.","Our taxi died in a fire on the way, so we had to walk to the train station.","Our taxi died in a fire on the way, so we had to walk to the train station."
所以我咪叫你咪鬼搭車去囉。,That's why I told you not to go by car.,Is that why I asked you to drive?,That's why I asked you to drive.
所以我哋都係留喺屋企啦。,So we'd better stay home.,So we all stayed home.,So we all stayed home.
係又點呀屌你老母？,So fuckin' what.,What's wrong with your old lady?,What's wrong with your grandmother?
所以我咪叫你唔好一個人去囉。,That's why I told you not to go by yourself.,Is that why I'm telling you not to go alone?,Is that why I'm telling you not to go alone?
如果你有一部時光機⋯⋯,Imagine that you have a time machine.,"If you have a time machine,","If you have a time machine,"
喺泰國，湊仔湊女唔係阿爸嘅責任，而係由阿媽一個人搞掂晒嘅。,"In Thailand, bringing up the children isn't the father's responsibility; it's entirely up to the mother.","In Thailand, the responsibility for the baby is not for a father, but for one mother.","In Thailand, it is not the father's responsibility to take care of the chicks. It is the mother who handles them."
我通常踩單車返學⋯⋯哎呀，講錯咗，應該係返工至啱。,I usually ride my bike to school. I mean to the office.,"I usually ride my bike to school, and I'm wrong, I should be going to work right now.","I usually ride my bike to school, and I'm wrong about going to work."
雞蛋係一打一打咁買嘅。,We buy eggs by the dozen.,They're all bought at a time.,Eggs are bought one at a time.
佢講埋啲噉嘅嘢，實係痴咗線喇。,He must be crazy to say such a thing.,"He said that, and he was really crazy.","He kept saying things like that, and he was so obsessed."
呢個只不過係個藉口。,That's just an excuse.,That's just an excuse.,That's just an excuse.
做嘢咁搏命為乜啊？,What's the sense of working so hard?,Why are you so busy?,Why do you work so hard?
佢行咗咁遠路，啲腳力實好好喇。,He must be a good walker to have walked such a long distance.,"He walked this far, and his legs were fine.","He walked this far, and his legs were fine."
你行得咁快，我跟唔到呀。,I can't keep up with you if you walk so fast.,"You're walking so fast, I can't keep up.","You walk so fast, I can't keep up."
唔使急，仲有大把時間。,There's no need to panic. There's plenty of time.,"Don't rush, there's plenty of time.","Don't hurry, there's plenty of time."
唔好問埋啲咁戇居嘅問題嚟煩我啦。,Don't bother me with such foolish questions.,Don't bother me with such questions.,Don't bother me with such questions.
冇可能係真嘅。,That can't be true.,It's not possible.,It can't be true.
佢實係嬲得好犀利喇，如果唔係佢唔會講埋啲噉嘅嘢㗎。,He must be very angry to say such a thing.,"He's a pretty smart guy, if he doesn't say that.","He's pretty smart, or he wouldn't have said that."
話俾我聽點解你要噉做。,Give me a reason for doing such a thing.,Tell me why you should do that.,Tell me why you're doing this.
唔好怪佢。,Don't blame it on her.,Don't be surprised by him.,Don't worry about it.
我可唔可以食少少呀？,May I eat a little of it?,Can I eat a little bit?,Can I have some?
絕對唔可能甘做。,It is impossible to do it.,It's not possible.,It's not possible.
我唔知要點做。,I don't know how I should do it.,I don't know what to do.,I don't know what to do.
我哋大家都好清楚呢件事一定係佢做嘅。,Everybody knows for sure that it was he who did it.,We all know that he must have done this.,We all know that he must have done this.
唔係我哋做㗎。,It's not us who did it.,"No, we're not.",That's not what we do.
呢啲書唔係我嘅。,They aren't my books.,These are not my books.,These are not my books.
你可以用肉眼睇星星，用望遠鏡嘅話，仲可以睇得清楚啲添。,"You can see the stars with your naked eye, and even better through a telescope.","You can see the stars with your eyes, and you can look at them much clearer with a telescope.","You can see the stars with your own eyes, and you can get a better view with a telescope."
真係可惜！,What a shame!,It's such a shame.,What a pity!
呢個唔貴。,It isn't expensive.,That's not expensive.,That's not expensive.
同以前比，已經進步咗好多。,It has greatly improved compared with what it was.,We've made a lot of progress.,We've made a lot of progress.
嘩！咁抵？！,Wow! That's cheap!,Wow! How did that happen?,Wow! How did that happen?
我以為係好主意。,I thought that would be a great idea.,I thought it was a good idea.,I thought it was a good idea.
冇用嘅。,That won't work.,It's not working.,It's useless.
對我嚟講無咩分別。,It's the same to me.,It doesn't matter to me.,It makes no difference to me.
呢個咩嚟㗎？,What is it?,What's that?,What's that?
個責任應該由你嚟孭。,It is you that are to blame for it.,The responsibility should come from you.,The responsibility should come from you.
包唔包埋早餐㗎？,Does that include breakfast?,Can you pack breakfast?,Can you pack your breakfast?
我俾一日時間你考慮。,I'll give you a day to think about it.,I'll give you a day to think about it.,I'll give you a day to think about it.
決定咗我就會話俾你聽㗎喇。,I'll let you know when it has been decided.,I'll tell you what I decided.,I'll let you know when I decide.
睇吓！佢嚟咗喇！,There! She comes!,Look! He's here!,Look at him! He's here!
唔該你將個故事由頭到尾講晒俾我地聽。,Tell us the story from beginning to end.,Please tell us the story from beginning to end.,Please tell us the story from beginning to end.
話俾我聽啦，我好想知呀。,Tell me about it. I'm all ears.,"Tell me, I want to know.","Tell me, I want to know."
個阿伯坐擁巨額身家。,The old man possesses great wealth.,The abbey is home to a huge family.,The abbey had a huge house.
架火車準時嚟到。,The train arrived on time.,The train arrived on time.,The train arrived just in time.
架火車行緊五十咪。,The train is traveling at the rate of 50 miles an hour.,The train is going 50 miles.,The train is going 50 miles.
架火車每個鐘行緊五十咪。,The train is traveling at the rate of 50 miles an hour.,The train is going 50 miles an hour.,The train is going 50 miles an hour.
架火車每個鐘行緊五十英里。,The train is traveling at the rate of 50 miles an hour.,The train is going 50 miles an hour.,The train is going 50 miles an hour.
個遊樂場起咗十年先至起好。,It took ten years to build the amusement park.,The playground was built a decade ago.,The playground was built a decade ago.
我用一個字就計好咗條數。,The solution of the problem took me five minutes.,I've got a word to figure out the number.,I counted the numbers in one word.
呢個問題擺埋一邊先。,That problem has been shelved for the time being.,Put that question aside.,Let's put that question aside.
呢個問題等下次開會先傾。,The matter will be brought up at the next meeting.,We'll talk about that next time.,Let's talk about this next time.
呢個問題關你事多過關我事。,The problem has more to do with you than with me.,This is more about you than it is about me.,It's more about you than it is about me.
呢樣嘢遲啲先搞。,Let's leave that matter for later.,It's going to be a long time.,It's going to take some time.
呢樣等遲啲先。,Let's leave that matter for later.,That's all right.,That'll be later.
棵樹生得好高喎。,The tree grew very tall.,The tree is very tall.,The tree is very tall.
你有冇睇晒成本書呀？,Did you read the whole book?,Have you read the whole book?,Have you read the whole book?
唔好意思呀，呢本書賣晒㗎喇。,"Sorry, the book is out of stock.","Sorry, this book is sold out.","Sorry, this book is sold out."
嗰本書有好多版。,That book had a lot of pages.,There are many editions of that book.,There are many editions of that book.
唔好挨埋埲牆度。,Don't lean against the wall.,Don't get close to the wall.,Don't get close to the wall.
呢種物質好輕，可以浮喺水面。,The substance is light enough to float on the water.,It's so light that it can float on water.,It's so light that it can float on water.
你做咩唔試吓條裙先買嘅？,Why didn't you try the dress on before you bought it?,Why don't you try and buy the first one?,Why don't you try and buy that first?
間房有無浴缸㗎？,Does the room have a bath?,Is there a bathroom in the room?,Is there a bathroom in the living room?
間房冇傢俬。,The room was devoid of furniture.,There are no rooms.,There are no rooms.
你直接撕開個箱咪得囉。,You can tear the box open.,You can't just tear the box open.,You can't just tear the box open.
嗰個箱細得濟喇，擺唔落呢度咁多嘢。,That is too small a box to hold all these things.,"That box is so small, it doesn't have much room.","That box is so small, it doesn't have that much stuff in it."
天氣每日都喺度變緊。,The weather varies from day to day.,The weather is changing every day.,The weather is changing every day.
個阿哥同個細佬一啲都唔似樣。,The two brothers are quite unlike in their appearance.,My brother and my little brother are not alike.,My brother doesn't look much like my younger brother.
